,Expected entropy
boggy,-9.377863379074613
gruff,-9.381746885083142
jumpy,-9.38268214011695
icing,-9.387836050325177
pizza,-9.387965604248262
pssst,-9.391717712790125
buddy,-9.394869175142848
level,-9.397701666125053
doozy,-9.403657599853144
hapax,-9.404531688313856
chick,-9.404805244868399
kaiak,-9.407539044796602
quill,-9.408415772556388
kicky,-9.408910978680689
buffa,-9.409383340865395
funny,-9.412950487242146
egger,-9.415576406869555
scuzz,-9.419263436797255
hadda,-9.425219247955859
axman,-9.425629522911388
madam,-9.429432455454144
dewed,-9.438695412293166
algal,-9.43922757220287
biggy,-9.443403422154196
reeve,-9.444374424103161
gonzo,-9.447089670367893
chiff,-9.451004875065903
vigil,-9.451850021128106
hamza,-9.461121125361387
known,-9.46165381781223
djinn,-9.468379829517158
divvy,-9.468898216429212
pampa,-9.484136892985696
which,-9.484713788942319
tizzy,-9.485321552371687
totty,-9.486282570956385
vexed,-9.488673209853436
cubby,-9.492884166293633
wanna,-9.495993392226325
foggy,-9.496316568995928
humph,-9.506270124277096
daddy,-9.50676126323224
lolly,-9.509527425057572
buffo,-9.51056256457211
mebbe,-9.512718886676025
byway,-9.5129819388118
bluff,-9.516200032839933
levee,-9.516608980716788
guppy,-9.519206044383433
zappy,-9.519227275394682
momma,-9.527784592820739
biffy,-9.537770933918795
nanny,-9.540608326153734
civvy,-9.547238557679112
titty,-9.547387388744422
gummy,-9.562513644181198
pewee,-9.573894443626235
muggy,-9.5826446255087
hubby,-9.590910646405444
jammy,-9.594739898800768
frizz,-9.604700126035393
peppy,-9.606713127173146
femme,-9.611133168749134
puffy,-9.615658563985473
tutti,-9.615717319282624
pappy,-9.615914931424053
chuck,-9.616578801151674
ajuga,-9.626586039350085
ebbed,-9.628195505473865
fixit,-9.632031775083547
boozy,-9.639435847697406
cooch,-9.645292027510422
twixt,-9.64541183092786
dizzy,-9.645545015621398
gamma,-9.652982832152217
cocci,-9.653019801679154
magma,-9.658584988274209
egged,-9.659370361894213
doggo,-9.662775147258387
chuff,-9.66326751323321
buggy,-9.664966207779186
huzza,-9.678744475119798
minim,-9.679246747640306
edged,-9.680246218635519
yucky,-9.681749135353577
emcee,-9.690181596594751
mammy,-9.692272072758946
kappa,-9.694967936162147
huffy,-9.695329319232517
affix,-9.69827441112778
hooch,-9.700594910060145
jaggy,-9.70679587097431
nonny,-9.713519200269634
whiff,-9.7161080897303
papaw,-9.716192123074697
flyby,-9.720182313057673
wheee,-9.737335022571802
diddy,-9.739324937533974
peeve,-9.74386815590858
zippy,-9.748155044705152
quipu,-9.749777316983089
woozy,-9.755905651887648
booby,-9.761203047180683
esses,-9.763723629248053
pygmy,-9.770758286274704
ninny,-9.775482461256189
injun,-9.779702046321404
kayak,-9.784309393248142
poppy,-9.78532184880658
abuzz,-9.794797115186666
quaff,-9.80713804803931
jimmy,-9.826765305621043
mommy,-9.861195479759248
villi,-9.864203601785995
yobbo,-9.868765775841968
finif,-9.872807326048564
bubba,-9.87557038126972
kooky,-9.876146074684339
abaca,-9.892641599925312
etext,-9.895003516776333
mimic,-9.920455032811079
bobby,-9.946179812562672
duddy,-9.959358944949006
quiff,-9.997714981771287
fizzy,-9.998293476380566
boffo,-10.002466016426006
whooo,-10.006170454729675
queue,-10.009367783890823
infix,-10.016958699654651
jiffy,-10.031852854892364
jujus,-10.048799710078635
whizz,-10.055005109592727
puppy,-10.071481592056967
kudzu,-10.083967545828491
vivid,-10.09354289463311
oxbow,-10.095695339402162
fluff,-10.098692098440468
buzzy,-10.103867276382198
mummy,-10.145413861202456
jazzy,-10.151817623257505
civic,-10.159041324710158
fuzzy,-10.220550680465937
yummy,-10.222976393721073
pffft,-10.22358682507915
mamma,-10.239724296672364
yukky,-10.396947682169122
gyppy,-10.418452345505012
ahhhh,-10.591986233057042
immix,-10.660495777780236
ohhhh,-10.793037769328565
